province,grain_code,cgc_class,cgc_variety,variety,acres,year
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,SUNDRE,2758,2021
Saskatchewan,Barley,UNKNOWN CLASS,NON DESIGNATED,XENA,2905,2021
Saskatchewan,Barley,UNKNOWN CLASS,NOT SPECIFIED,NOT SPECIFIED,269786,2021
Saskatchewan,Rye,,,GAZELLE,795,2021
Saskatchewan,Rye,,,HAZLET,4852,2021
Saskatchewan,Rye,,,KWS BONO,749,2021
Saskatchewan,Rye,,,KWS GATANO,2942,2021
Saskatchewan,Rye,,,PRIMA,620,2021
Saskatchewan,Rye,,,TREBIANO KWS,698,2021
Saskatchewan,Rye,,NOT SPECIFIED,NOT SPECIFIED,5151,2021
Saskatchewan,Triticale,,,AAC DELIGHT,1000,2021
Saskatchewan,Triticale,,,BUNKER,1116,2021
Saskatchewan,Triticale,,,PRONGHORN,1909,2021
Saskatchewan,Triticale,,,TAZA,400,2021
Saskatchewan,Triticale,,NOT SPECIFIED,NOT SPECIFIED,7414,2021
